method,score,call_rate,detector_calls,detector_call_savings,split,subset,samples,tp,fp,tn,fn,accuracy,precision,recall_tpr,fpr,tnr,f1,balanced_accuracy,mcc,yes_rate
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,adversarial,all,120,51,11,49,9,0.8333333333333334,0.8225806451612904,0.85,0.18333333333333332,0.8166666666666667,0.8360655737704918,0.8333333333333333,0.66703734596507,0.5166666666666667
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,adversarial,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,adversarial,negative,60,0,11,49,0,0.8166666666666667,0.0,0.0,0.18333333333333332,0.8166666666666667,0.0,0.4083333333333333,0.0,0.18333333333333332
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,adversarial,negative_related_present,54,0,11,43,0,0.7962962962962963,0.0,0.0,0.2037037037037037,0.7962962962962963,0.0,0.39814814814814814,0.0,0.2037037037037037
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,adversarial,negative_absent_plain,6,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,popular,all,120,51,5,55,9,0.8833333333333333,0.9107142857142857,0.85,0.08333333333333333,0.9166666666666666,0.8793103448275861,0.8833333333333333,0.7683760704982201,0.4666666666666667
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,popular,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,popular,negative,60,0,5,55,0,0.9166666666666666,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.4583333333333333,0.0,0.08333333333333333
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,popular,negative_related_present,40,0,5,35,0,0.875,0.0,0.0,0.125,0.875,0.0,0.4375,0.0,0.125
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,popular,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,random,all,120,51,4,56,9,0.8916666666666667,0.9272727272727272,0.85,0.06666666666666667,0.9333333333333333,0.8869565217391303,0.8916666666666666,0.7860674894066653,0.4583333333333333
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,random,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,random,negative,60,0,4,56,0,0.9333333333333333,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.4666666666666667,0.0,0.06666666666666667
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,random,negative_related_present,40,0,4,36,0,0.9,0.0,0.0,0.1,0.9,0.0,0.45,0.0,0.1
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,random,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,macro,all,360,153,20,160,27,0.8694444444444445,0.884393063583815,0.85,0.1111111111111111,0.8888888888888888,0.8668555240793201,0.8694444444444445,0.7394482511399131,0.48055555555555557
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,macro,positive,180,153,0,0,27,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,macro,negative,180,0,20,160,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.4444444444444444,0.0,0.1111111111111111
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,macro,negative_related_present,134,0,20,114,0,0.8507462686567164,0.0,0.0,0.14925373134328357,0.8507462686567164,0.0,0.4253731343283582,0.0,0.14925373134328357
vanilla_base,lh_shape_pope_layers_22_31,0.0,0,1.0,macro,negative_absent_plain,46,0,0,46,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,adversarial,all,120,52,9,51,8,0.8583333333333333,0.8524590163934426,0.8666666666666667,0.15,0.85,0.8595041322314049,0.8583333333333334,0.7167662244453878,0.5083333333333333
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,adversarial,positive,60,52,0,0,8,0.8666666666666667,1.0,0.8666666666666667,0.0,0.0,0.9285714285714286,0.43333333333333335,0.0,0.8666666666666667
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,adversarial,negative,60,0,9,51,0,0.85,0.0,0.0,0.15,0.85,0.0,0.425,0.0,0.15
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,adversarial,negative_related_present,54,0,9,45,0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.0,0.16666666666666666
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,adversarial,negative_absent_plain,6,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,popular,all,120,52,3,57,8,0.9083333333333333,0.9454545454545454,0.8666666666666667,0.05,0.95,0.9043478260869566,0.9083333333333333,0.8195171698069489,0.4583333333333333
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,popular,positive,60,52,0,0,8,0.8666666666666667,1.0,0.8666666666666667,0.0,0.0,0.9285714285714286,0.43333333333333335,0.0,0.8666666666666667
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,popular,negative,60,0,3,57,0,0.95,0.0,0.0,0.05,0.95,0.0,0.475,0.0,0.05
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,popular,negative_related_present,40,0,3,37,0,0.925,0.0,0.0,0.075,0.925,0.0,0.4625,0.0,0.075
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,popular,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,random,all,120,52,1,59,8,0.925,0.9811320754716981,0.8666666666666667,0.016666666666666666,0.9833333333333333,0.9203539823008849,0.925,0.8558444524780835,0.44166666666666665
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,random,positive,60,52,0,0,8,0.8666666666666667,1.0,0.8666666666666667,0.0,0.0,0.9285714285714286,0.43333333333333335,0.0,0.8666666666666667
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,random,negative,60,0,1,59,0,0.9833333333333333,0.0,0.0,0.016666666666666666,0.9833333333333333,0.0,0.49166666666666664,0.0,0.016666666666666666
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,random,negative_related_present,40,0,1,39,0,0.975,0.0,0.0,0.025,0.975,0.0,0.4875,0.0,0.025
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,random,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,macro,all,360,156,13,167,24,0.8972222222222223,0.9230769230769231,0.8666666666666667,0.07222222222222222,0.9277777777777778,0.8939828080229226,0.8972222222222223,0.7959320658216638,0.46944444444444444
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,macro,positive,180,156,0,0,24,0.8666666666666667,1.0,0.8666666666666667,0.0,0.0,0.9285714285714286,0.43333333333333335,0.0,0.8666666666666667
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,macro,negative,180,0,13,167,0,0.9277777777777778,0.0,0.0,0.07222222222222222,0.9277777777777778,0.0,0.4638888888888889,0.0,0.07222222222222222
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,macro,negative_related_present,134,0,13,121,0,0.9029850746268657,0.0,0.0,0.09701492537313433,0.9029850746268657,0.0,0.45149253731343286,0.0,0.09701492537313433
full_tdev,lh_shape_pope_layers_22_31,1.0,360,0.0,macro,negative_absent_plain,46,0,0,46,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,adversarial,all,120,51,11,49,9,0.8333333333333334,0.8225806451612904,0.85,0.18333333333333332,0.8166666666666667,0.8360655737704918,0.8333333333333333,0.66703734596507,0.5166666666666667
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,adversarial,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,adversarial,negative,60,0,11,49,0,0.8166666666666667,0.0,0.0,0.18333333333333332,0.8166666666666667,0.0,0.4083333333333333,0.0,0.18333333333333332
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,adversarial,negative_related_present,54,0,11,43,0,0.7962962962962963,0.0,0.0,0.2037037037037037,0.7962962962962963,0.0,0.39814814814814814,0.0,0.2037037037037037
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,adversarial,negative_absent_plain,6,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,popular,all,120,51,5,55,9,0.8833333333333333,0.9107142857142857,0.85,0.08333333333333333,0.9166666666666666,0.8793103448275861,0.8833333333333333,0.7683760704982201,0.4666666666666667
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,popular,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,popular,negative,60,0,5,55,0,0.9166666666666666,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.4583333333333333,0.0,0.08333333333333333
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,popular,negative_related_present,40,0,5,35,0,0.875,0.0,0.0,0.125,0.875,0.0,0.4375,0.0,0.125
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,popular,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,random,all,120,51,3,57,9,0.9,0.9444444444444444,0.85,0.05,0.95,0.8947368421052632,0.8999999999999999,0.8040302522073697,0.45
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,random,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,random,negative,60,0,3,57,0,0.95,0.0,0.0,0.05,0.95,0.0,0.475,0.0,0.05
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,random,negative_related_present,40,0,3,37,0,0.925,0.0,0.0,0.075,0.925,0.0,0.4625,0.0,0.075
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,random,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,macro,all,360,153,19,161,27,0.8722222222222222,0.8895348837209303,0.85,0.10555555555555556,0.8944444444444445,0.8693181818181819,0.8722222222222222,0.7451807892777161,0.4777777777777778
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,macro,positive,180,153,0,0,27,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,macro,negative,180,0,19,161,0,0.8944444444444445,0.0,0.0,0.10555555555555556,0.8944444444444445,0.0,0.44722222222222224,0.0,0.10555555555555556
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,macro,negative_related_present,134,0,19,115,0,0.8582089552238806,0.0,0.0,0.1417910447761194,0.8582089552238806,0.0,0.4291044776119403,0.0,0.1417910447761194
all_selected,lh_shape_pope_layers_22_31,0.1,36,0.9,macro,negative_absent_plain,46,0,0,46,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,adversarial,all,120,51,10,50,9,0.8416666666666667,0.8360655737704918,0.85,0.16666666666666666,0.8333333333333334,0.8429752066115703,0.8416666666666667,0.6834282605176953,0.5083333333333333
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,adversarial,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,adversarial,negative,60,0,10,50,0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.0,0.16666666666666666
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,adversarial,negative_related_present,54,0,10,44,0,0.8148148148148148,0.0,0.0,0.18518518518518517,0.8148148148148148,0.0,0.4074074074074074,0.0,0.18518518518518517
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,adversarial,negative_absent_plain,6,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,popular,all,120,51,4,56,9,0.8916666666666667,0.9272727272727272,0.85,0.06666666666666667,0.9333333333333333,0.8869565217391303,0.8916666666666666,0.7860674894066653,0.4583333333333333
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,popular,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,popular,negative,60,0,4,56,0,0.9333333333333333,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.4666666666666667,0.0,0.06666666666666667
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,popular,negative_related_present,40,0,4,36,0,0.9,0.0,0.0,0.1,0.9,0.0,0.45,0.0,0.1
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,popular,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,random,all,120,51,3,57,9,0.9,0.9444444444444444,0.85,0.05,0.95,0.8947368421052632,0.8999999999999999,0.8040302522073697,0.45
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,random,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,random,negative,60,0,3,57,0,0.95,0.0,0.0,0.05,0.95,0.0,0.475,0.0,0.05
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,random,negative_related_present,40,0,3,37,0,0.925,0.0,0.0,0.075,0.925,0.0,0.4625,0.0,0.075
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,random,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,macro,all,360,153,17,163,27,0.8777777777777778,0.9,0.85,0.09444444444444444,0.9055555555555556,0.8742857142857143,0.8777777777777778,0.7567242423415339,0.4722222222222222
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,macro,positive,180,153,0,0,27,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,macro,negative,180,0,17,163,0,0.9055555555555556,0.0,0.0,0.09444444444444444,0.9055555555555556,0.0,0.4527777777777778,0.0,0.09444444444444444
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,macro,negative_related_present,134,0,17,117,0,0.8731343283582089,0.0,0.0,0.12686567164179105,0.8731343283582089,0.0,0.43656716417910446,0.0,0.12686567164179105
base_yes_selected,lh_shape_pope_layers_22_31,0.1,18,0.95,macro,negative_absent_plain,46,0,0,46,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,adversarial,all,120,51,11,49,9,0.8333333333333334,0.8225806451612904,0.85,0.18333333333333332,0.8166666666666667,0.8360655737704918,0.8333333333333333,0.66703734596507,0.5166666666666667
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,adversarial,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,adversarial,negative,60,0,11,49,0,0.8166666666666667,0.0,0.0,0.18333333333333332,0.8166666666666667,0.0,0.4083333333333333,0.0,0.18333333333333332
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,adversarial,negative_related_present,54,0,11,43,0,0.7962962962962963,0.0,0.0,0.2037037037037037,0.7962962962962963,0.0,0.39814814814814814,0.0,0.2037037037037037
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,adversarial,negative_absent_plain,6,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,popular,all,120,51,4,56,9,0.8916666666666667,0.9272727272727272,0.85,0.06666666666666667,0.9333333333333333,0.8869565217391303,0.8916666666666666,0.7860674894066653,0.4583333333333333
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,popular,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,popular,negative,60,0,4,56,0,0.9333333333333333,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.4666666666666667,0.0,0.06666666666666667
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,popular,negative_related_present,40,0,4,36,0,0.9,0.0,0.0,0.1,0.9,0.0,0.45,0.0,0.1
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,popular,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,random,all,120,51,3,57,9,0.9,0.9444444444444444,0.85,0.05,0.95,0.8947368421052632,0.8999999999999999,0.8040302522073697,0.45
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,random,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,random,negative,60,0,3,57,0,0.95,0.0,0.0,0.05,0.95,0.0,0.475,0.0,0.05
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,random,negative_related_present,40,0,3,37,0,0.925,0.0,0.0,0.075,0.925,0.0,0.4625,0.0,0.075
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,random,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,macro,all,360,153,18,162,27,0.875,0.8947368421052632,0.85,0.1,0.9,0.8717948717948718,0.875,0.7509392614826383,0.475
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,macro,positive,180,153,0,0,27,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,macro,negative,180,0,18,162,0,0.9,0.0,0.0,0.1,0.9,0.0,0.45,0.0,0.1
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,macro,negative_related_present,134,0,18,116,0,0.8656716417910447,0.0,0.0,0.13432835820895522,0.8656716417910447,0.0,0.43283582089552236,0.0,0.13432835820895522
all_selected,lh_shape_pope_layers_22_31,0.25,90,0.75,macro,negative_absent_plain,46,0,0,46,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,adversarial,all,120,51,10,50,9,0.8416666666666667,0.8360655737704918,0.85,0.16666666666666666,0.8333333333333334,0.8429752066115703,0.8416666666666667,0.6834282605176953,0.5083333333333333
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,adversarial,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,adversarial,negative,60,0,10,50,0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.0,0.16666666666666666
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,adversarial,negative_related_present,54,0,10,44,0,0.8148148148148148,0.0,0.0,0.18518518518518517,0.8148148148148148,0.0,0.4074074074074074,0.0,0.18518518518518517
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,adversarial,negative_absent_plain,6,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,popular,all,120,51,4,56,9,0.8916666666666667,0.9272727272727272,0.85,0.06666666666666667,0.9333333333333333,0.8869565217391303,0.8916666666666666,0.7860674894066653,0.4583333333333333
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,popular,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,popular,negative,60,0,4,56,0,0.9333333333333333,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.4666666666666667,0.0,0.06666666666666667
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,popular,negative_related_present,40,0,4,36,0,0.9,0.0,0.0,0.1,0.9,0.0,0.45,0.0,0.1
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,popular,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,random,all,120,51,3,57,9,0.9,0.9444444444444444,0.85,0.05,0.95,0.8947368421052632,0.8999999999999999,0.8040302522073697,0.45
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,random,positive,60,51,0,0,9,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,random,negative,60,0,3,57,0,0.95,0.0,0.0,0.05,0.95,0.0,0.475,0.0,0.05
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,random,negative_related_present,40,0,3,37,0,0.925,0.0,0.0,0.075,0.925,0.0,0.4625,0.0,0.075
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,random,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,macro,all,360,153,17,163,27,0.8777777777777778,0.9,0.85,0.09444444444444444,0.9055555555555556,0.8742857142857143,0.8777777777777778,0.7567242423415339,0.4722222222222222
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,macro,positive,180,153,0,0,27,0.85,1.0,0.85,0.0,0.0,0.9189189189189189,0.425,0.0,0.85
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,macro,negative,180,0,17,163,0,0.9055555555555556,0.0,0.0,0.09444444444444444,0.9055555555555556,0.0,0.4527777777777778,0.0,0.09444444444444444
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,macro,negative_related_present,134,0,17,117,0,0.8731343283582089,0.0,0.0,0.12686567164179105,0.8731343283582089,0.0,0.43656716417910446,0.0,0.12686567164179105
base_yes_selected,lh_shape_pope_layers_22_31,0.25,44,0.8777777777777778,macro,negative_absent_plain,46,0,0,46,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,adversarial,all,120,52,10,50,8,0.85,0.8387096774193549,0.8666666666666667,0.16666666666666666,0.8333333333333334,0.8524590163934426,0.8500000000000001,0.7003892132633236,0.5166666666666667
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,adversarial,positive,60,52,0,0,8,0.8666666666666667,1.0,0.8666666666666667,0.0,0.0,0.9285714285714286,0.43333333333333335,0.0,0.8666666666666667
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,adversarial,negative,60,0,10,50,0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.0,0.16666666666666666
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,adversarial,negative_related_present,54,0,10,44,0,0.8148148148148148,0.0,0.0,0.18518518518518517,0.8148148148148148,0.0,0.4074074074074074,0.0,0.18518518518518517
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,adversarial,negative_absent_plain,6,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,popular,all,120,52,4,56,8,0.9,0.9285714285714286,0.8666666666666667,0.06666666666666667,0.9333333333333333,0.896551724137931,0.9,0.8017837257372731,0.4666666666666667
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,popular,positive,60,52,0,0,8,0.8666666666666667,1.0,0.8666666666666667,0.0,0.0,0.9285714285714286,0.43333333333333335,0.0,0.8666666666666667
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,popular,negative,60,0,4,56,0,0.9333333333333333,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.4666666666666667,0.0,0.06666666666666667
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,popular,negative_related_present,40,0,4,36,0,0.9,0.0,0.0,0.1,0.9,0.0,0.45,0.0,0.1
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,popular,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,random,all,120,52,3,57,8,0.9083333333333333,0.9454545454545454,0.8666666666666667,0.05,0.95,0.9043478260869566,0.9083333333333333,0.8195171698069489,0.4583333333333333
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,random,positive,60,52,0,0,8,0.8666666666666667,1.0,0.8666666666666667,0.0,0.0,0.9285714285714286,0.43333333333333335,0.0,0.8666666666666667
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,random,negative,60,0,3,57,0,0.95,0.0,0.0,0.05,0.95,0.0,0.475,0.0,0.05
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,random,negative_related_present,40,0,3,37,0,0.925,0.0,0.0,0.075,0.925,0.0,0.4625,0.0,0.075
all_selected,lh_shape_pope_layers_22_31,0.5,180,0.5,random,negative_absent_plain,20,0,0,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
